img,label
data/images/large-dry-pothole-in-the-street.jpg,data/labels/large-dry-pothole-in-the-street.txt
data/images/potholes-in-the-middle-of-a-mountain-road-royalty-free-image-1603092303.jpg,data/labels/potholes-in-the-middle-of-a-mountain-road-royalty-free-image-1603092303.txt
data/images/10-tips-for-reporting-potholes-a-comprehensive-guide-to-safer-roads.jpeg,data/labels/10-tips-for-reporting-potholes-a-comprehensive-guide-to-safer-roads.txt
data/images/pothole-black-and-white-selective-focus.jpg,data/labels/pothole-black-and-white-selective-focus.txt
data/images/unrepaired-pothole-surface-damage-to-tarmac-on-a-rural-road.jpg,data/labels/unrepaired-pothole-surface-damage-to-tarmac-on-a-rural-road.txt
data/images/manhole_cover_225_jpg.rf.1b473cc2b6d40d1ff9d422b5ae8bda5a.jpg,data/labels/manhole_cover_225_jpg.rf.1b473cc2b6d40d1ff9d422b5ae8bda5a.txt
data/images/manhole_cover_205_jpg.rf.6586733280b52f64bd712c51ceed81d9.jpg,data/labels/manhole_cover_205_jpg.rf.6586733280b52f64bd712c51ceed81d9.txt
data/images/images311.jpg,data/labels/images311.txt
data/images/5075453.jpg,data/labels/5075453.txt
data/images/moving-auto-tire-about-to-enter-large-pothole-motion-blur.jpg,data/labels/moving-auto-tire-about-to-enter-large-pothole-motion-blur.txt
data/images/images343.jpg,data/labels/images343.txt
data/images/120.jpg,data/labels/120.txt
data/images/456.jpg,data/labels/456.txt
data/images/manhole_cover_445_jpg.rf.4f839411dc58f68391fde242b347edb1.jpg,data/labels/manhole_cover_445_jpg.rf.4f839411dc58f68391fde242b347edb1.txt
data/images/OIF.HCLccSkl8IyZldFjHhpKEA.jpg,data/labels/OIF.HCLccSkl8IyZldFjHhpKEA.txt
data/images/images114.jpg,data/labels/images114.txt
data/images/70_png_jpg.rf.dd9f48c0c97ff39417b9eaf767deda85.jpg,data/labels/70_png_jpg.rf.dd9f48c0c97ff39417b9eaf767deda85.txt
data/images/OIP.SvK0clAR00Y2Z85H6eFM5QHaFj.jpg,data/labels/OIP.SvK0clAR00Y2Z85H6eFM5QHaFj.txt
data/images/manhole_cover_336_jpg.rf.3054f0d78b33519b548cbd02b5b25d1d.jpg,data/labels/manhole_cover_336_jpg.rf.3054f0d78b33519b548cbd02b5b25d1d.txt
data/images/amaged-road-surface-road-in-need-or-repair-large-potholes-big-pothole-MBPAPE.jpg,data/labels/amaged-road-surface-road-in-need-or-repair-large-potholes-big-pothole-MBPAPE.txt
data/images/parking-near-the-potholes-that-are-on-the-dirt-road-car-wash-parked-again-is-dirty-from-brown.jpg,data/labels/parking-near-the-potholes-that-are-on-the-dirt-road-car-wash-parked-again-is-dirty-from-brown.txt
data/images/OIP.XCEpVPQ_5clEBSargvsWWQHaEK.jpg,data/labels/OIP.XCEpVPQ_5clEBSargvsWWQHaEK.txt
data/images/images384.jpg,data/labels/images384.txt
data/images/36_jpg.rf.3a9bce8ce346b771148ee1afd82fb532.jpg,data/labels/36_jpg.rf.3a9bce8ce346b771148ee1afd82fb532.txt
data/images/images171.jpg,data/labels/images171.txt
data/images/Pothole-UK-roads.jpg,data/labels/Pothole-UK-roads.txt
data/images/manhole_cover_186_jpg.rf.1d0fd7e4a8eea94d1847beae20f389dd.jpg,data/labels/manhole_cover_186_jpg.rf.1d0fd7e4a8eea94d1847beae20f389dd.txt
data/images/408.jpg,data/labels/408.txt
data/images/385.jpg,data/labels/385.txt
data/images/manhole_cover_228_jpg.rf.076f780db32c5f3a4251e2ac6f35b8fb.jpg,data/labels/manhole_cover_228_jpg.rf.076f780db32c5f3a4251e2ac6f35b8fb.txt
data/images/201902151033332985_jpg.rf.c268a79e4447fadabf1bff1370aab711.jpg,data/labels/201902151033332985_jpg.rf.c268a79e4447fadabf1bff1370aab711.txt
data/images/OIP-C-20-_jpg.rf.7c46d709875610f58f1c804073aaa866.jpg,data/labels/OIP-C-20-_jpg.rf.7c46d709875610f58f1c804073aaa866.txt
data/images/manhole_cover_491_jpg.rf.db377b2aff6c3bd2c6842e5b9f80a58b.jpg,data/labels/manhole_cover_491_jpg.rf.db377b2aff6c3bd2c6842e5b9f80a58b.txt
data/images/images232.jpg,data/labels/images232.txt
data/images/images15.jpg,data/labels/images15.txt
data/images/broken-road.jpg,data/labels/broken-road.txt
data/images/34.jpg,data/labels/34.txt
data/images/manhole_cover_524_jpg.rf.2df35713dc7c80c88b12c3732325f16d.jpg,data/labels/manhole_cover_524_jpg.rf.2df35713dc7c80c88b12c3732325f16d.txt
data/images/image30.jpeg,data/labels/image30.txt
data/images/manhole_cover_155_jpg.rf.de994de6bc874e20de694d388c487d73.jpg,data/labels/manhole_cover_155_jpg.rf.de994de6bc874e20de694d388c487d73.txt
data/images/images430.jpg,data/labels/images430.txt
data/images/large-deep-pothole-in-montreal-street-canada.jpg,data/labels/large-deep-pothole-in-montreal-street-canada.txt
data/images/OIP-C-7-_jpg.rf.c7a77c830f48ee9a81470b10c4c207fe.jpg,data/labels/OIP-C-7-_jpg.rf.c7a77c830f48ee9a81470b10c4c207fe.txt
data/images/manhole_cover_201_jpg.rf.e06807e294019f890fc4f155d4d02e9c.jpg,data/labels/manhole_cover_201_jpg.rf.e06807e294019f890fc4f155d4d02e9c.txt
data/images/52114a31e44647c4a386e7b074b3b737_jpeg_jpg.rf.b2e7c015aaf0ce81de7304a3e62fafb8.jpg,data/labels/52114a31e44647c4a386e7b074b3b737_jpeg_jpg.rf.b2e7c015aaf0ce81de7304a3e62fafb8.txt
data/images/OIP-C-4-_jpg.rf.a3c73bf5b3dbc8f274e277cd4a93596d.jpg,data/labels/OIP-C-4-_jpg.rf.a3c73bf5b3dbc8f274e277cd4a93596d.txt
data/images/manhole_cover_509_jpg.rf.6dba9bf9d82354997dff2bc52e7cc497.jpg,data/labels/manhole_cover_509_jpg.rf.6dba9bf9d82354997dff2bc52e7cc497.txt
data/images/images256.jpg,data/labels/images256.txt
data/images/91.jpg,data/labels/91.txt
data/images/321.jpg,data/labels/321.txt
data/images/45_jpg.rf.648e65e64ea96dec9e9836d881e4c831.jpg,data/labels/45_jpg.rf.648e65e64ea96dec9e9836d881e4c831.txt
data/images/73.jpg,data/labels/73.txt
data/images/images323.jpg,data/labels/images323.txt
data/images/1632924474214.jpg,data/labels/1632924474214.txt
data/images/339.jpg,data/labels/339.txt
data/images/big-pothole-on-road-after-winter.jpg,data/labels/big-pothole-on-road-after-winter.txt
data/images/images439.jpg,data/labels/images439.txt
data/images/car-driving-through-a-pothole-with-splashes-of-water.jpg,data/labels/car-driving-through-a-pothole-with-splashes-of-water.txt
data/images/6_jpg.rf.aaecb4e0363113842d3911c68862c07b.jpg,data/labels/6_jpg.rf.aaecb4e0363113842d3911c68862c07b.txt
data/images/potholes-in-a-paved-road-or-highway-F1X4PJ.jpg,data/labels/potholes-in-a-paved-road-or-highway-F1X4PJ.txt
data/images/pothole-after-frost-on-the-road.jpg,data/labels/pothole-after-frost-on-the-road.txt
data/images/manhole_cover_164_jpg.rf.a086776fcfa36efe99dfb17bd969adbc.jpg,data/labels/manhole_cover_164_jpg.rf.a086776fcfa36efe99dfb17bd969adbc.txt
data/images/images76.jpg,data/labels/images76.txt
data/images/42_png_jpg.rf.1e2b8edd4aedffab506af38b6d62eadb.jpg,data/labels/42_png_jpg.rf.1e2b8edd4aedffab506af38b6d62eadb.txt
data/images/1654734254465-potholeadobestock_199002247christiandelbert.png,data/labels/1654734254465-potholeadobestock_199002247christiandelbert.txt
data/images/manhole_cover_602_jpg.rf.82825b8761b195742e1199302b378d86.jpg,data/labels/manhole_cover_602_jpg.rf.82825b8761b195742e1199302b378d86.txt
data/images/19976905_l.jpg,data/labels/19976905_l.txt
data/images/pot-hole-in-residential-road-surface.jpg,data/labels/pot-hole-in-residential-road-surface.txt
data/images/80_png_jpg.rf.1f2d38c763f69cf839cc64843b46364c.jpg,data/labels/80_png_jpg.rf.1f2d38c763f69cf839cc64843b46364c.txt
data/images/images183.jpg,data/labels/images183.txt
data/images/24.jpg,data/labels/24.txt
data/images/manhole_cover_451_jpg.rf.2911bd7e5a7c160ba3b7b394ae7add2f.jpg,data/labels/manhole_cover_451_jpg.rf.2911bd7e5a7c160ba3b7b394ae7add2f.txt
data/images/manhole_cover_311_jpg.rf.970412922213e4175d827583e9c77c0b.jpg,data/labels/manhole_cover_311_jpg.rf.970412922213e4175d827583e9c77c0b.txt
data/images/portland-area-roads-here-s-how-to-report-potholes.jpeg,data/labels/portland-area-roads-here-s-how-to-report-potholes.txt
data/images/48.jpg,data/labels/48.txt
data/images/manhole_cover_28_jpg.rf.e25f29e9327f0dd0d71ec552a972a18a.jpg,data/labels/manhole_cover_28_jpg.rf.e25f29e9327f0dd0d71ec552a972a18a.txt
data/images/images429.jpg,data/labels/images429.txt
data/images/30_jpg.rf.5eef2e92393f4365db11c659c784669c.jpg,data/labels/30_jpg.rf.5eef2e92393f4365db11c659c784669c.txt
data/images/images563.jpg,data/labels/images563.txt
data/images/manhole_cover_496_jpg.rf.332ec586dcc48662b0190daeee59cddb.jpg,data/labels/manhole_cover_496_jpg.rf.332ec586dcc48662b0190daeee59cddb.txt
data/images/images30.jpg,data/labels/images30.txt
data/images/b039438d1816c7f379710f80f1e48933.jpg,data/labels/b039438d1816c7f379710f80f1e48933.txt
data/images/manhole_cover_362_jpg.rf.9c3990d40a1e5bdfbf607de28adbd608.jpg,data/labels/manhole_cover_362_jpg.rf.9c3990d40a1e5bdfbf607de28adbd608.txt
data/images/images170.jpg,data/labels/images170.txt
data/images/images279.jpg,data/labels/images279.txt
data/images/manhole_cover_179_jpg.rf.6b159113b887b6decb68efeef145315c.jpg,data/labels/manhole_cover_179_jpg.rf.6b159113b887b6decb68efeef145315c.txt
data/images/a-paved-road-filled-with-many-large-potholes-the-potholes-are-filled-with-water-2B1H0NJ.jpg,data/labels/a-paved-road-filled-with-many-large-potholes-the-potholes-are-filled-with-water-2B1H0NJ.txt
data/images/manhole_cover_138_jpg.rf.2d284d8b8609a651eb2019288ea2db6f.jpg,data/labels/manhole_cover_138_jpg.rf.2d284d8b8609a651eb2019288ea2db6f.txt
data/images/manhole_cover_513_jpg.rf.9201d4214b84a9a09a559d2872721c94.jpg,data/labels/manhole_cover_513_jpg.rf.9201d4214b84a9a09a559d2872721c94.txt
data/images/R_jpg.rf.b3ba1cdc875f264dd8c2ee09c090aece.jpg,data/labels/R_jpg.rf.b3ba1cdc875f264dd8c2ee09c090aece.txt
data/images/images484.jpg,data/labels/images484.txt
data/images/manhole_cover_612_jpg.rf.ef87993ae08c924dc3d80471cc16b60e.jpg,data/labels/manhole_cover_612_jpg.rf.ef87993ae08c924dc3d80471cc16b60e.txt
data/images/manhole_cover_137_jpg.rf.8e3488b6d7508eada343126d05e4edb6.jpg,data/labels/manhole_cover_137_jpg.rf.8e3488b6d7508eada343126d05e4edb6.txt
data/images/OIP-C-8_jpg.rf.a376f21eed20e68210dd8398e22a13ca.jpg,data/labels/OIP-C-8_jpg.rf.a376f21eed20e68210dd8398e22a13ca.txt
data/images/434.jpg,data/labels/434.txt
data/images/Potholes2_14771-e1741597061952-300x400.jpg,data/labels/Potholes2_14771-e1741597061952-300x400.txt
data/images/images301.jpg,data/labels/images301.txt
data/images/images92.jpg,data/labels/images92.txt
data/images/OIP_jpg.rf.4cc01495aa7167c8a7826cdbf10b9738.jpg,data/labels/OIP_jpg.rf.4cc01495aa7167c8a7826cdbf10b9738.txt
data/images/manhole_cover_288_jpg.rf.891e6544d39426b349b9708a1fbd3ae3.jpg,data/labels/manhole_cover_288_jpg.rf.891e6544d39426b349b9708a1fbd3ae3.txt
data/images/manhole_cover_376_jpg.rf.d5c3f9686504c1c44c1f94fcd4ab972e.jpg,data/labels/manhole_cover_376_jpg.rf.d5c3f9686504c1c44c1f94fcd4ab972e.txt
data/images/manhole_cover_385_jpg.rf.6e5642c40ee24fb1568df7cddec09f19.jpg,data/labels/manhole_cover_385_jpg.rf.6e5642c40ee24fb1568df7cddec09f19.txt
data/images/manhole_cover_494_jpg.rf.69b00e166f34699b4308e826d83e93c7.jpg,data/labels/manhole_cover_494_jpg.rf.69b00e166f34699b4308e826d83e93c7.txt
data/images/56706746_youtube-profile.jpg,data/labels/56706746_youtube-profile.txt
data/images/manhole_cover_447_jpg.rf.006917ade5e2e7e4aeb5bf7204bcb6ce.jpg,data/labels/manhole_cover_447_jpg.rf.006917ade5e2e7e4aeb5bf7204bcb6ce.txt
data/images/image31.jpeg,data/labels/image31.txt
data/images/351.jpg,data/labels/351.txt
data/images/manhole_cover_546_jpg.rf.6829ef588411e4109fefbd2d7430d7e1.jpg,data/labels/manhole_cover_546_jpg.rf.6829ef588411e4109fefbd2d7430d7e1.txt
data/images/WMNA821598WR_jpg.rf.a42417aad2a4ccc84d3a9e70092f7335.jpg,data/labels/WMNA821598WR_jpg.rf.a42417aad2a4ccc84d3a9e70092f7335.txt
data/images/manhole_cover_358_jpg.rf.40dfa5a0a406f7aeed4ecb785be9c55c.jpg,data/labels/manhole_cover_358_jpg.rf.40dfa5a0a406f7aeed4ecb785be9c55c.txt
data/images/23_jpg.rf.d69a9fa3a8b48a193dd0eddae51208ad.jpg,data/labels/23_jpg.rf.d69a9fa3a8b48a193dd0eddae51208ad.txt
data/images/35_png_jpg.rf.6411686926f08bc572ff34bedc2c7a2a.jpg,data/labels/35_png_jpg.rf.6411686926f08bc572ff34bedc2c7a2a.txt
data/images/manhole_cover_582_jpg.rf.145228b528d6faf3dab317512dd5e28a.jpg,data/labels/manhole_cover_582_jpg.rf.145228b528d6faf3dab317512dd5e28a.txt
data/images/-_jpg.rf.8c8efa9d911d940a77366c6fd17e7942.jpg,data/labels/-_jpg.rf.8c8efa9d911d940a77366c6fd17e7942.txt
data/images/manhole_cover_286_jpg.rf.6ecceab044f837a435397f8849c71ad6.jpg,data/labels/manhole_cover_286_jpg.rf.6ecceab044f837a435397f8849c71ad6.txt
data/images/Pothole2-1024x683.jpg,data/labels/Pothole2-1024x683.txt
data/images/images446.jpg,data/labels/images446.txt
data/images/u-66641890-55467556-fm-253-fmt-auto-app-138-f-JPEG_png_jpg.rf.edc18f7160f30ec4b44aa49df76e9005.jpg,data/labels/u-66641890-55467556-fm-253-fmt-auto-app-138-f-JPEG_png_jpg.rf.edc18f7160f30ec4b44aa49df76e9005.txt
data/images/w700d1q75cms_jpg.rf.421763942c2fa1079a299c4d968ca9bc.jpg,data/labels/w700d1q75cms_jpg.rf.421763942c2fa1079a299c4d968ca9bc.txt
data/images/images513.jpg,data/labels/images513.txt
data/images/OIP-C8-2-_jpg.rf.d1943ddcbec18d7dc16e9c47b24359b1.jpg,data/labels/OIP-C8-2-_jpg.rf.d1943ddcbec18d7dc16e9c47b24359b1.txt
data/images/images521.jpg,data/labels/images521.txt
data/images/119.jpg,data/labels/119.txt
data/images/manhole_cover_90_jpg.rf.923e8588b9765768ea61c89b10f4043e.jpg,data/labels/manhole_cover_90_jpg.rf.923e8588b9765768ea61c89b10f4043e.txt
data/images/12999105_032323-wls-knowles-pothole-payouts-4p-vid.jpg,data/labels/12999105_032323-wls-knowles-pothole-payouts-4p-vid.txt
data/images/manhole_cover_295_jpg.rf.28143394dab3f34a9ad3912e2dc0427a.jpg,data/labels/manhole_cover_295_jpg.rf.28143394dab3f34a9ad3912e2dc0427a.txt
data/images/images159.jpg,data/labels/images159.txt
data/images/manhole_cover_402_jpg.rf.6da95100dabab65ce284cab69e71270e.jpg,data/labels/manhole_cover_402_jpg.rf.6da95100dabab65ce284cab69e71270e.txt
data/images/54.jpg,data/labels/54.txt
data/images/u-1274620224-3114249998-fm-253-fmt-auto-app-120-f-JPEG_png_jpg.rf.b857e69808a04ecb029be44a6c738136.jpg,data/labels/u-1274620224-3114249998-fm-253-fmt-auto-app-120-f-JPEG_png_jpg.rf.b857e69808a04ecb029be44a6c738136.txt
data/images/images310.jpg,data/labels/images310.txt
data/images/OIP.fgh8EgH_GPMpsP57SYNEKgHaHa.jpg,data/labels/OIP.fgh8EgH_GPMpsP57SYNEKgHaHa.txt
data/images/filled-murky-water-huge-water-filled-hole-middle-remote-rural-road-252420350.jpg,data/labels/filled-murky-water-huge-water-filled-hole-middle-remote-rural-road-252420350.txt
data/images/BlogFeaturedImage_Potholes-012.jpg,data/labels/BlogFeaturedImage_Potholes-012.txt
data/images/images107.jpg,data/labels/images107.txt
data/images/manhole_cover_263_jpg.rf.c3d7c24e491185a95c963b1ed6316163.jpg,data/labels/manhole_cover_263_jpg.rf.c3d7c24e491185a95c963b1ed6316163.txt
data/images/images272.jpg,data/labels/images272.txt
data/images/449.jpg,data/labels/449.txt
data/images/OIP.H7-J17l11pNMVP3PtgBHFAHaE7.jpg,data/labels/OIP.H7-J17l11pNMVP3PtgBHFAHaE7.txt
data/images/aerial-view-of-a-large-expanding-sinkhole-on-a-residential-street-in-pant-the-hole-is.jpg,data/labels/aerial-view-of-a-large-expanding-sinkhole-on-a-residential-street-in-pant-the-hole-is.txt
data/images/manhole_cover_441_jpg.rf.973bbc0d5934ff206808257f346f6cbd.jpg,data/labels/manhole_cover_441_jpg.rf.973bbc0d5934ff206808257f346f6cbd.txt
data/images/17_jpeg_jpg.rf.2f67b22b888e051c4d6b7e3abcc8e4fc.jpg,data/labels/17_jpeg_jpg.rf.2f67b22b888e051c4d6b7e3abcc8e4fc.txt
data/images/manhole_cover_498_jpg.rf.90eeefe97e9d9c8582a8a4a94edb4857.jpg,data/labels/manhole_cover_498_jpg.rf.90eeefe97e9d9c8582a8a4a94edb4857.txt
data/images/51.jpg,data/labels/51.txt
data/images/manhole_cover_162_jpg.rf.2b783af2506698d85eb3be5b21ea1742.jpg,data/labels/manhole_cover_162_jpg.rf.2b783af2506698d85eb3be5b21ea1742.txt
data/images/6B6058XDXNNB_jpg.rf.9efc7903c7ae39a7cbb8613ebee71396.jpg,data/labels/6B6058XDXNNB_jpg.rf.9efc7903c7ae39a7cbb8613ebee71396.txt
data/images/OIP.yjJjvPX-De_bQHf6jHzPIQHaFy.jpg,data/labels/OIP.yjJjvPX-De_bQHf6jHzPIQHaFy.txt
data/images/iStock_000056515168_Medium.jpg,data/labels/iStock_000056515168_Medium.txt
data/images/33_png_jpg.rf.45bcec936f9be96cf0f64403501fed1f.jpg,data/labels/33_png_jpg.rf.45bcec936f9be96cf0f64403501fed1f.txt
data/images/images287.jpg,data/labels/images287.txt
data/images/189.jpg,data/labels/189.txt
data/images/pot-hole1.jpg,data/labels/pot-hole1.txt
data/images/OIP.24faG5gZEnRCs63DS6sN6AHaE5.jpg,data/labels/OIP.24faG5gZEnRCs63DS6sN6AHaE5.txt
data/images/images202.jpg,data/labels/images202.txt
data/images/pothole-road-with-pothole-uk-DY1E2P.jpg,data/labels/pothole-road-with-pothole-uk-DY1E2P.txt
data/images/138.jpg,data/labels/138.txt
data/images/98.jpg,data/labels/98.txt
data/images/OIP-C_jpg.rf.75310d0004e71aa13781f81f8e7deced.jpg,data/labels/OIP-C_jpg.rf.75310d0004e71aa13781f81f8e7deced.txt
data/images/manhole_cover_449_jpg.rf.ddf7c23bc0d0f3ac89d677f77249f036.jpg,data/labels/manhole_cover_449_jpg.rf.ddf7c23bc0d0f3ac89d677f77249f036.txt
data/images/33_png_jpg.rf.f2dc313f834d8b90b6b9b90bee3f1101.jpg,data/labels/33_png_jpg.rf.f2dc313f834d8b90b6b9b90bee3f1101.txt
data/images/image5.jpeg,data/labels/image5.txt
data/images/75.jpg,data/labels/75.txt
data/images/manhole_cover_130_jpg.rf.148c3b380e548edec9e29f28fdd30f07.jpg,data/labels/manhole_cover_130_jpg.rf.148c3b380e548edec9e29f28fdd30f07.txt
data/images/images400.jpg,data/labels/images400.txt
data/images/a-pothole-on-the-road-and-car.jpg,data/labels/a-pothole-on-the-road-and-car.txt
data/images/92.jpg,data/labels/92.txt
data/images/C164QP19008H-2048x1365.jpg,data/labels/C164QP19008H-2048x1365.txt
data/images/renjing_440_jpg.rf.5b1b293a11e2b20258e6781c58402d9c.jpg,data/labels/renjing_440_jpg.rf.5b1b293a11e2b20258e6781c58402d9c.txt
data/images/123.jpg,data/labels/123.txt
data/images/images53.jpg,data/labels/images53.txt
data/images/manhole_cover_575_jpg.rf.c72643ceceb4997c869b5f1d40aad702.jpg,data/labels/manhole_cover_575_jpg.rf.c72643ceceb4997c869b5f1d40aad702.txt
data/images/u-1991248194-766441117-fm-253-fmt-auto-app-138-f-JPEG_png_jpg.rf.c42ea78d12b60f197a34d35802c51f87.jpg,data/labels/u-1991248194-766441117-fm-253-fmt-auto-app-138-f-JPEG_png_jpg.rf.c42ea78d12b60f197a34d35802c51f87.txt
data/images/manhole_cover_88_jpg.rf.29bf2616fa0fed23d3d8ef25caa76cb2.jpg,data/labels/manhole_cover_88_jpg.rf.29bf2616fa0fed23d3d8ef25caa76cb2.txt
data/images/OIP.w7c5mwYOrfOKV3JyiQO9rwHaEK.jpg,data/labels/OIP.w7c5mwYOrfOKV3JyiQO9rwHaEK.txt
data/images/R-3-_jpg.rf.f9a271bcb400a53d3f280ba3dca00938.jpg,data/labels/R-3-_jpg.rf.f9a271bcb400a53d3f280ba3dca00938.txt
data/images/26_jpg.rf.854b09fb027f5c52fe96e47fcfe3e6ed.jpg,data/labels/26_jpg.rf.854b09fb027f5c52fe96e47fcfe3e6ed.txt
data/images/image26.jpeg,data/labels/image26.txt
data/images/74.jpg,data/labels/74.txt
data/images/177.jpg,data/labels/177.txt
data/images/images8.jpg,data/labels/images8.txt
data/images/35.jpg,data/labels/35.txt
data/images/pot-hole-on-a-fast-road-2.jpg,data/labels/pot-hole-on-a-fast-road-2.txt
data/images/manhole_cover_393_jpg.rf.b05481cde335a34d994de1e7032aecf6.jpg,data/labels/manhole_cover_393_jpg.rf.b05481cde335a34d994de1e7032aecf6.txt
data/images/manhole_cover_266_jpg.rf.2cfb85590d92e36a51faeab6921c80dd.jpg,data/labels/manhole_cover_266_jpg.rf.2cfb85590d92e36a51faeab6921c80dd.txt
data/images/manhole_cover_349_jpg.rf.bf57d3d079c306401b118eb3db72d472.jpg,data/labels/manhole_cover_349_jpg.rf.bf57d3d079c306401b118eb3db72d472.txt
data/images/close-up-on-traffic-cone-lying-at-big-hole-on-the-street.jpg,data/labels/close-up-on-traffic-cone-lying-at-big-hole-on-the-street.txt
data/images/OIF.BaSyFyYDSInpSclwj31FCg.jpg,data/labels/OIF.BaSyFyYDSInpSclwj31FCg.txt
data/images/images260.jpg,data/labels/images260.txt
data/images/images176.jpg,data/labels/images176.txt
data/images/u-1265186208-1985286356-fm-253-fmt-auto-app-138-f-JPEG_png_jpg.rf.d05981c8515f514437c524c87516bb93.jpg,data/labels/u-1265186208-1985286356-fm-253-fmt-auto-app-138-f-JPEG_png_jpg.rf.d05981c8515f514437c524c87516bb93.txt
data/images/4.jpg,data/labels/4.txt
data/images/manhole_cover_313_jpg.rf.6feb0c94855e8c274cdc640b1237792a.jpg,data/labels/manhole_cover_313_jpg.rf.6feb0c94855e8c274cdc640b1237792a.txt
data/images/7_png_jpg.rf.4ff75a80f25fb631a4c4494f99f2d915.jpg,data/labels/7_png_jpg.rf.4ff75a80f25fb631a4c4494f99f2d915.txt
data/images/images14.jpg,data/labels/images14.txt
data/images/images316.jpg,data/labels/images316.txt
data/images/images218.jpg,data/labels/images218.txt
data/images/90_png_jpg.rf.489fd280caba09c684d9b8ef1386dc25.jpg,data/labels/90_png_jpg.rf.489fd280caba09c684d9b8ef1386dc25.txt
data/images/19_png_jpg.rf.37f582d8a58d8783f3221df19a187aa2.jpg,data/labels/19_png_jpg.rf.37f582d8a58d8783f3221df19a187aa2.txt
data/images/deep-and-dangerous-pothole-seen-on-a-typical-british-rural-road-which-causes-damage-to.jpg,data/labels/deep-and-dangerous-pothole-seen-on-a-typical-british-rural-road-which-causes-damage-to.txt
data/images/pothole.jpeg,data/labels/pothole.txt
data/images/47_jpeg_jpg.rf.cb27fbd0154145da468049097d8ab2c7.jpg,data/labels/47_jpeg_jpg.rf.cb27fbd0154145da468049097d8ab2c7.txt
data/images/356.jpg,data/labels/356.txt
data/images/images533.jpg,data/labels/images533.txt
data/images/136.jpg,data/labels/136.txt
data/images/58_png_jpg.rf.d5e0d27803231c77e430d7a05de5cd80.jpg,data/labels/58_png_jpg.rf.d5e0d27803231c77e430d7a05de5cd80.txt
data/images/images142.jpg,data/labels/images142.txt
data/images/manhole_cover_284_jpg.rf.3160a594879e9283e1a68a2a3d80232b.jpg,data/labels/manhole_cover_284_jpg.rf.3160a594879e9283e1a68a2a3d80232b.txt
data/images/manhole_cover_226_jpg.rf.0c5e89363a9e5411e2f0d98f851ff672.jpg,data/labels/manhole_cover_226_jpg.rf.0c5e89363a9e5411e2f0d98f851ff672.txt
data/images/images99.jpg,data/labels/images99.txt
data/images/OIP-C_jpg.rf.4b38e1d1167f37d7b3f67a1e7219aa97.jpg,data/labels/OIP-C_jpg.rf.4b38e1d1167f37d7b3f67a1e7219aa97.txt
data/images/c56b1c3d-b263-4ab0-bbe9-abf1be5bbb8f-large16x9_VBANGORPOTHOLES_frame_213.jpeg,data/labels/c56b1c3d-b263-4ab0-bbe9-abf1be5bbb8f-large16x9_VBANGORPOTHOLES_frame_213.txt
data/images/OIP.YdBCqYEcPdl34TnNgZVvIgHaE7.jpg,data/labels/OIP.YdBCqYEcPdl34TnNgZVvIgHaE7.txt
data/images/160.jpg,data/labels/160.txt
data/images/images380.jpg,data/labels/images380.txt
data/images/manhole_cover_441_jpg.rf.e35d2616860553adbe6a24223b9b6f69.jpg,data/labels/manhole_cover_441_jpg.rf.e35d2616860553adbe6a24223b9b6f69.txt
